Lyric,Label
"See it in your smile, I hear it in your sigh
That we have found a feeling higher than high
My own, my only, my all

Kindled by your kiss, the warmth of your embrace
The luster of a love-light lighting your face
My own, my only, my all

Knock on wood as well I should
For all that you're making of me
Never thought you'd love me
But you do you do

And when I look up at the stars
And ask them all what's new
They join me in the answer Darling it's you
My own, my only, my all

Knock on wood as well I should
For all that you're making of me
Never thought you'd love me
But you do you do

And when I look up at the stars
And ask them all what's new
They join me in the answer, darling it's you
My own, my only, my own one and only
My own, my only, my all",6
"There's a peddler comes to our house
With such wonderful bargains to sell
And he starts our hearts to tingling
Just as soon as he pushed the bell
With his pots and pans so shiny
He's more fun than a penny arcade
Won't you listen to his sing song
Of the peddler's serenade
(Shim a lish a want to shim a lish a wanna)
What's you gonna buy today
(Shim a lish a want to shim a lish a wanna)
She's a-like a give away
If you want to buy say you're gonna buy Angelina don't be afraid
(There's where our money goes for the funny peddler's serenade)
Angelina come-a down-a
It-sa the man he's back on the door
He's a gotta more to show you
Than the five and ten cents store
If you're gonna catch-a new husband
He's-a gotta 'bout all the you need
Only don't-a go for the peddler
He's already one wife and a kid
(Shim a lish a want to shim a lish a wanna)
What's you gonna buy today
(Shim a lish a want to shim a lish a wanna)
She's a-like a give away
If you want to buy say you're gonna buy Angelina don't be afraid
(There's where our money goes for the funny peddler's serenade)
Every body loves our peddler
He's always so merry and so gay
He's-a pans they clang and they clatter
Making wonderful music all day
There's one for macaroni
And-a one for the garlic and the sauce
It's-a gotta long handle for showing the husband who's boss
(Shim a lish a want to shim a lish a wanna)
What's you gonna buy today
(Shim a lish a want to shim a lish a wanna)
She's a-like a give away
If you want to buy say you're gonna buy Angelina don't be afraid
(There's where our money goes for the funny peddler's serenade)
There's where our money goes for the funny peddler's serenade
",6
"Who's Sorry Now?
Who's Sorry Now?
Who's heart is aching for breaking each vow?
Who's sad and blue?
Who's crying too? 
Just like I cried over you.
Right to the end, 
Just like a friend,
I tried to warn you somehow.
You had your way,
Now you must pay;
 

",4
"(I love the way you say goodnight)
I kinda like the way you mumble while you fumble for the key
More time for kissing me
(I love the way you say goodnight)
I kinda like the way you linger with your finger on the bell
More kisses and they're swell
When you say gotta get home by twelve
I always say let's go
'cause you can take longer to say good night than any three others I know
(Both) I love the way you say goodnight
I kinda like the way you snuggle while you juggle with your comb
Mmmmmm I'm never never never going home

I love the way (I kinda like the way) you say (the way you always say) good night
(The way you always whisper honey nighty night)
The way you let our kisses mingle 'til I tingle to my toes
(giggle ... We're blushing like a rose)
I love the way (I kinda like the way the extraordinary way) you say good night (the way you always say don't go just hold me tight)
I kinda like the way you giggle while you jiggle with your bag
(sign ... our heart's are playing tag)
When you say (we just got to be home by twelve)
But don't I always say let's go 'cause you take longer to say good night than any three others I know
I love the way (I kinda like the way) you say (the super duper special way) goodnight
(The way you have me flying higher than a kite)
I kinda like the way you snuggle while you juggle with your comb
(It looks as though you're never going)
No I'm never never never never never never gonna go home





",7
"Johnny get your girl
Tap her on the shoulder
Tap her on the shoulder
Say you'll like to hold her

Johnny get your girl
Walk her in the moonlight
If you've got no moonlight
Talk about a June night

Don't wait for introductions
Don't be so formal
Just step right up and do the thing that's normal
Johnny get your girl

Tap her on the shoulder
Get a little bolder
Give romance a whirl
Don't let another Johnny get your girl

Don't wait for introductions
Don't be so formal
Just step right up and do the thing that's normal
John get that girl

Tap her on the shoulder
Get a little bolder
Give romance a whirl
Don't you let another Johnny get your girl",5
"Look at them shuffling shuffling down
Rambling and scrambling heading to town
Hustling and bustling buzzing around
Happily waiting at the station

Look at the train the number seven-o-nine
Huffing and puffing arriving on time
Who do you think's about to arrive
The band they call the Dixieland Five

They're gonna play that Muskrat Ramble tune
The way you never ever heard it played
Get ready for the big parade
All together now one and two come on and join the happy throng

Feel the beat of that rambling scrambling muskrat song
Come on and ramble along
Look at them shuffling shuffling down
Well look at the band parading all over town

Look at the happiness going around
Everybody's up and celebrating
Look at the drummer entertaining the gang
Clinging and clanging with a bing and a bang

Changing the town from dead to alive
The band they call the Dixieland Five
You're gonna hear them play that Dixieland
You better get your reservation plan

In person on a one night stand
All together now come on folks come on a join that happy throng
Feel the beat of that shuffling scuffling muskrat song
Come on and ramble along",6
"(Zing-a zing-a zing-a zing-a zing-a zing-a zing-a zing-boom)
(Zing-a zing-a zing-a zing-a zing boom)
A funny melody that keeps you singing
(Zing-a zing-a zing-a zing-a zing boom)
And in your memory it keeps on ringing
(Zing-a zing-a zing-a zing-a zing boom)
Can work a charm on arm and arm when two hearts are clinging
So take the one you love and start to dance
You will find a one way ticket to romance
While music is playing and dancers are swaying
The gay cabellero may feel cupid's arrow
You dance with a new love you may find a true love
Who will say I do love and make your heart go zing-a zing-a boom
(Zing-a zing-a zing-a zing-a zing boom)
You can't escape it once the music gets you
(Zing-a zing-a zing-a zing-a zing boom)
You can't forget it for it never lets you
(Zing-a zing-a zing-a zing-a zing boom)
And if you're worried or anything upsets you
There's one thing that will chase away the blues
Zing-a zing-a zing-a zing-a zing boom
While music is playing and dancers are swaying (zing-a zing-a boom)
The gay caballero may feel cupid's arrow (zing-a zing-a boom)
You dance with a new love you may find a true love (zing-a zing-a boom)
Who will say I do love and make your heart go zing-a zing-a boom (zing-a zing-a boom)
(Zing-a zing-a zing-a zing-a zing boom)
Zing-a zing-a zing-a zing-a zing boom
(You can't escape it once the music gets you
Zing-a zing-a zing-a zing-a zing boom
(Can't forget it for it never lets you)
Zing-a zing-a zing-a zing-a zing boom
And if you're worried or anything upsets you
There's one thing that will chase away the blues
(Zing-a zing-a boom zing-a zing-a boom zing-a zinga-boom)
Zing-a zing-a boom boom",7
"Gal is like a racehorse, I play her to win
But if I should lose her, another may come in
Love can be like heaven, love can be a joke
But it's worth a gamble so, hey, I go for broke

Who's got the action?
Who'll take a chance on love?
Who's got a kiss for me?
Give me one and you'll get back three

Who's got the action?
Just say it on the line
I'll bet you ten to one
You'll be mine

Now once I had a Philly, I ain't seen her since
Some can't go the distance, they're only good in sprints
Sweethearts stay together, when it's fair and warm
But comes stormy weather, they don't run to form

Who's got the action?
Who'll take a chance on love?
Who's got a kiss for me?
Give me one and you'll get back three

Who's got the action?
Just say it on the line
I'll bet you ten to one
You'll be mine

They put on a long shot, I play either way
All I need is a winner and this could be the day
When I win my parlay, I'll be set for life
I'll take all that money and go find me a wife

Who's got the action?
Who'll take a chance on love?
Who's got a kiss for me?
Give me one and you'll get back three

Who's got the action?
Just say it on the line
I'll bet you ten to one, I'll bet you ten to one
I'll bet you ten to one, you'll be mine",6
"(Go go go go)
Come on and dance with me
(Go go go go)
In to a trance with me
(Go go go go)
And try romance with me
Don't stop, don't stop, go go go go
(Go go go go)
The music's bright tonight
(Go go go go)
And hold me tight tonight
(Go go go go)
I fell so right tonight
Don't stop, don't stop, go go go go
This heart of mine is beating overtime
It's four leaf clover time
(It's love) It's love, it's love, it's love
(Go go go go)
And swing me round the floor
(Go go go go)
And kiss me more and more
(Go go go go)
What are we waiting for
Don't stop, don't stop, go go go go go go
Go go go go
",7
"(Dean) When you're too tense it's common sense to relax-ay-voo
(Dean) The more you earn the less you learn to relax-ay-voo
(Line) We French you'll find are more inclined to relax-ay-voo
(Both) Relax, relax, relax, relax-ay-voo

(Line) Your doctor bills they hold for pills to relax-ay-voo
(Line) You're in your prime so now's the time to relax-ay-voo
(Dean) The girls pursue those fellows who can relax-ay-voo
(Both) Relax, relax, relax, relax-ay-voo

(Dean) You're as tight as a drum
(Line) You're as gay as a tune
(Dean) You better loosen up chum
(Dean) Your drum is apt to snap and go boom boom
(Dean) And when you go they'll take your dough
(Line) Cause it's tax-ay-voo (D) relax-ay-voo
(Both) Get your sneakers and slacks and relax-ay-voo

(Line) I don't have to try to relax-ay-voo
(Dean) Chum I'm much to numb to relax-ay-voo
(Line) We French you'll find are more inclined to relax-ay-voo
(Both) Relax, relax, relax, relax-ay-voo

(Line) Bub, I take a tub to relax-ay-voo
(Dean) Bub, I sit and scrub to relax-ay-voo
(Line) The girls pursue those fellows who can relax-ay-voo
(Both) Relax, relax, relax, relax-ay-voo

(Line) You're as tight as a drum
(Dean) I was loose as a deuce
(Line) You're as gay as a tune
(Dean) I was light as a kite
(Line) Better loosen up chum
(Line) Your drum is apt to snap and go boom boom
(Line) And when you go they'll take your dough
(Dean) For a tax-ay-voo (L) relax-ay-voo
(Both) Get your sneakers and slacks and relax-ay-voo
(Both) Get your sneakers and slacks and relax-ay-voo",6
"Sue wants a barbecue
Sam wants to boil ham
Grace votes for bouillabaisse stew
Jake wants a wienie bake, steak and a layer cake
He'll get a tummy ache too

We'll rent a tent or tepee
Let the town crier cry
And if it's RSVP
This is what I'll reply

In the cool cool cool of the evening
Tell 'em I'll be there
In the cool cool cool of the evening
You better save a chair
When the party's getting a glow on
Singing fills the air
In the shank of the night when the doings are right
You can tell 'em I'll be there

We, said the bumblebee, let's have a jubilee
When said the prairie hen, soon
Sure said the dinosaur
Where said the grizzly bear
Under the light of the moon
How 'bout your brother jackass
Everyone gave a cry
You coming to the fracas
Over his expected sighs

In the cool cool cool of the evening
Tell 'em I'll be there
In the cool cool cool of the evening
Slickum on my hair
When the party's getting a glow on
Singing fills the air
If I ain't in the clink
And there's something to drink
You can tell 'em I'll be there
If I can find the right sock by eleven o'clock
You can tell 'em I'll be there
If you need a new face or a tenor off base
You can tell 'em I'll be there
If I can climb out of bed, put a hat on my head
You can tell 'em I'll be there",6
"(With Peggy Lee)


(PL) If you were to ask me who the sweetest one I knew was
I'd say you was
(DM) If you were to ask me who my favorite point of view was
I'd say you was
(PL) When you're not near my heart is inclined to waste away
(DM) But when you're here the funny part is
My heart is a spherical lyrical miracle all the day
(PL) If you were to ask me who the apple of your eye was
I'd say I was
(DM) If you were to ask me who your sweet potato pie was
I'd say I was
(PL) Supposing you paid a visit to a certain preacher
(DM) Supposing you overheard me practicing ""I do""
And you were to ask me who the bride and groom to be was
(PL) I'd say we was
(DM) Me and you
(PL) I've got a heart that hollers when you're not close to me
(DM) But when you're near it sorta follows
(Both) There isn't a lovelier heaven or bubblier place to be
(DM) If I were to ask you who the girl I'd glorify was
(PL) I'd say I was
(PL) If I were to ask you who the boy I'd like to tie was
(DM) I'd say I was
(PL) Supposing you heard that I was shopping for a trousseau
(DM) Supposing I bought you something old and something new
And you were to ask us who the bride and groom to be was
(PL) I'd say (both) we was me and you
(PL) You was
(DM) You was
(PL) You was
(DM) I was
(Both) We was me and you



",6
"Powder your face with sunshine
Put on a great big smile
Make up your eyes with laughter
Folks will be laughing with you in a little while
Whistle a tune of gladness
Blue never was in style
The future's brighter when hearts are lighter
So smile smile smile
Powder your face with sunshine
Put on a great big smile
Make up your eyes with laughter
Folks will be laughing with you in a little while
Whistle a tune of gladness
Blue never was in style
The future's brighter when hearts are lighter
Future's brighter, hearts are lighter
When you're wearing a great big smile",6
"Return to me
Oh my dear I'm so lonely
Hurry back, hurry back
Oh my love hurry back I'm yours

Return to me
For my heart wants you only
Hurry home, hurry home
Won't you please hurry home to my heart

My darling, if I hurt you I'm sorry
Forgive me and please say you are mine

Return to me
Please come back bella mia
Hurry back, hurry home to my arms
To my lips and my heart

Retorna me
Cara mia ti amo
Solo tu, solo tu, solo tu, solo tu
Mio cuore",5
"To be loved is a thrilling sensation as thrilling as can be
Though it happens in every nation they greet if differently
Every mademoiselle with pasoolala, every Englishman talks to his pater
Every spittin' Venetian goes tra la la and the Irish say Mother McCree
But when I look at you and I thrill like I do there is only one thing I can say

Oh boy! oh boy! oh boy! oh boy! oh boy!
Oh boy what a joy, a joy, a joy, a joy, a joy
To know that you love me by heaven above me
I never expected to pick you off the vine

(The others will try and try and try and try and try
To give you the eye, the eye, the eye, the eye, the eye)
But when they approach you I'll keep them in line
By telling them oh boy oh boy oh boy you're mine

Certain characters hi-diddle-diddle when cupid comes along
Some mechanics shift gears in the middle and drummers kick the gong
Every cowboy I know hollers yipee
Every clown in the circus goes oopla
Every sailor in port hollers anchors aweigh
And an Indian gives you a ugg!
But when you hold me tight like you're doing tonight
There's only one thing I can say

Oh boy! oh boy! oh boy! oh boy! oh boy!
Oh boy what a joy, a joy, a joy, a joy, a joy
To know that you love me by heaven above me
I never expected to pick you off the vine
(The others will try and try and try and try and try
To give you the eye , the eye, the eye, the eye, the eye)
But when they approach you I'll keep them in line
By telling them oh boy oh boy oh boy
Oh boy oh boy oh boy oh boy you're mine",7
"Everybody loves somebody sometime
Everybody falls in love somehow
Something in your kiss just told me
My sometime is now

Everybody finds somebody someplace
There's no telling where love may appear
Something in my heart keeps saying
My someplace is here

If I had it in my power
I'd arrange for every girl to have your charms
Then every minute, every hour
Everybody would find what I found in your arms

Everybody loves somebody sometime
And though my dreams were overdue
Your love made it well worth waiting for
For someone like you",7
"Folks love to talk of the good, good old days
Long, long ago, long, long ago
Well, they say it was better in oh, so many ways
Long, long ago, long ago

They couldn't go to a movie show, listen to the radio, go for a ride in a car
And on a very cold and wintery night
They couldn't sit and watch a TV fight

And when the summer came
They will have to take a dame all bundled up to the beach
They didn't know a girl could look so cute in a bikini suit

Oh, how they sing of the good, good old days
Long, long ago, long, long ago
They couldn't swing in the good, good old days
Long long ago, long ago

They couldn't go to a movie show, listen to the radio, go for a ride in a car
(But they still talk of the good, good old days)
And on a very cold and wintery night
(Long, long ago, long, long ago)
They couldn't sit and watch a TV fight

So when people say to me, ""Nothing's like it used to be""
(They say it was better in so many ways)
I don't believe that it's so
(Long, long ago, long, long ago)
They didn't have so much to brag about
Long, long ago, long, long ago, long, long ago",6
"See it in your smile I hear it in your sigh
That we have found a feeling higher than high
My own, my only, my all

Kindled by your kiss, the warmth of your embrace
The luster of a love-light, lighting your face
My own, my only, my all

Knock on wood as well I should
For all that you're making of me
Never thought you'd love me
But you do, you do

And when I look up at the stars
And ask them all what's new
They join me in the answer,darling, it's you
My own, my only, my all

Knock on wood as well I should
For all that you're making of me
Never thought you'd love me
But you do, you do

And when I look up at the stars
And ask them all what's new
They join me in the answer, darling it's you
My own, my only, my own one and only
My own, my only, my all",6
"It's June in January
Because I'm in love
It always is spring in my heart
With you in my arms

The snow is just white blossoms
That fall from above
And here is the reason, my dear
Your magical charms

The night is cold
The trees are bare
But I can feel the scent of roses in the air
It's June in January
Because I'm in love
But only because I'm in love with you

(The night is cold)
(The trees are bare)
But I can feel the scent of roses in the air
It's June in January
Because I'm in love
But only because I'm in love with you",6
"In Napoli,
Where love is king,
When boy meets girl,
Here's what they say,
When the moon,
Hits you eye,
Like a big pizza pie,
That's amore.
When the world,
Seems to shine,
Like you've had too much wine,
That's amore
Bells will ring,
Ting-a-ling-a-ling,
Ting-a-ling-a-ling,
And you'll sing Veeta bella.
Hearts will play,
Tippy-tippy-tay,
Tippy-tippy-tay,
Like a gay tarantella.(lucky fella)
When the stars,
make you drool,
Just like a pasta fazool,
That's amore.
When you dance,
Down the street,
With a cloud,
At your feet,
You're in love.
When you walk,
In a dream,
But you know,
You're not dreaming signore.
Scuzza me,
But you see,
Back in old Napoli
That's amore!",6
"Pack up all my care and woes
Here I go, singin' low
Bye bye, my blackbird

Where somebody waits for me
Sugar's sweet and honey, so is she
Bye bye, my blackbird

No one here can love or understand me
All the hard-luck stories they all hand me

So make the bed, honey, light the light
I'm coming home late tonight
Blackbird, oh, bye bye

Pack up all my cares and woes
Here I go, singin' low
Bye bye bye bye, bye bye blackbird

Where somebody waits for me
Sugar's sweet and honey, so is she
Bye bye, my blackbird

No one here can love or understand me
All the hard luck stories they all hand me

So make the bed, honey, light the light
I'm coming home late tonight
Blackbird, bye bye",6
"(The door is still open to my heart)
I must confess that I cry from loneliness
And the door is still open to my heart

You are to me like honey is to the bee
And the door is still open to my heart
I'm not ashamed to cry
It's better then to hold it inside
And I won't be satisfied
Until you're here by my side
You're as close to me as two is to three
And the door is still open to my heart

(I'm not ashamed to cry
It's better than to hold it inside)
And I won't be satisfied
Until you're here by my side
You're as close to me as two is to three
And the door is still open to my heart
And the door is still open to my heart",6
"Johnny get your girl
Tap her on the shoulder
Tap her on the shoulder
Say you'll like to hold her

Johnny get your girl
Walk her in the moonlight
If you've got no moonlight
Talk about a June night

Don't wait for introductions
Don't be so formal
Just step right up and do the thing that's normal
Johnny get your girl

Tap her on the shoulder
Get a little bolder
Give romance a whirl
Don't let another Johnny get your girl

Don't wait for introductions
Don't be so formal
Just step right up and do the thing that's normal
John get that girl

Tap her on the shoulder
Get a little bolder
Give romance a whirl
Don't you let another Johnny get your girl",5
"Ramblin' rose, ramblin' rose
Why you ramble, no one knows
Wild and wind blown
That's how you've grown
Who can cling to a ramblin' rose?

Wild and wind blown
That's how you've grown
Who can cling to a ramblin' rose?

Ramble on, ramble on, ramble on
When you're ramblin' days are gone
Who will love you with a love true
When you're ramblin' days are through?

Ramblin' rose, ramblin' rose
Why I want you heaven knows
Though I love you with a love true
Who can cling to a ramblin' rose?

A ramblin' rose, a ramblin' rose",7
"Because I still get a thrill thinking of you
And I still feel your lips kissing me too
Although our love affair wasn't to be
I wonder if you care care about me
I still remember that night under the moon
I recall that it all ended too soon
I can't believe you're gone memories linger on
'cause I still get a thrill thinking of you
I still remember that night under the moon
I recall that it all ended too soon
I can't believe you're gone memories linger on
'cause I still get a thrill thinking of you",8
"Sue wants a barbecue,
Sam wants to boil a ham,
Grace votes for Bouillabaisse stew.
Jake wants a weeny bake,
Steak and a layer cake,
He'll get a tummy ache too.
We'll rent a tent or tepee.
Let the town crier cry.
And if it's RSVP
This is what I'll reply

In the cool, cool, cool of the evening
Tell 'em I'll be there
In the cool, cool, cool of the evening
Better save a chair
When the party's gettin' a glow on
And singin' fills the air
In the shank of the night
When the doin's are right
You can tell 'em I'll be there

""Whee"" said the bumblebee,""
""Let's have a jubilee""
""When?"" said the prairie hen, ""Soon?""
""Shore"" said the dinosaur.
""Where?"" said the grizzly bear,
""Under the light of the moon?""
""How `bout ya, brother jackass?""
Ev'ryone gaily cried,
""You comin' to the fracas?""
Over his specs he sighed

In the cool, cool, cool of the evening
Tell 'em I'll be there
In the cool, cool, cool of the evening
Slickum on my hair.
When the party's gettin' a glow on
And singin' fills the air
If I ain't in the clink,
And there's sumpin' to drink,
You can tell 'em I'll be there",6
"(In Napoli where love is king
When boy meets girl here's what they say)

When a moon hits your eye like a big pizza pie
That's amore
When the world seems to shine like you've had too much wine
That's amore
Bells will ring ting-a-ling-a-ling, ting-a-ling-a-ling
And you'll sing ""Vita bella""
Hearts will play tippy-tippy-tay, tippy-tippy-tay
Like a gay tarantella

When the stars make you drool just like a pasta fazool
That's amore
When you dance down the street with a cloud at your feet
You're in love
When you walk in a dream but you know you're not dreaming signore
Scuzza me, but you see, back in old Napoli
That's amore

(When a moon hits your eye like a big pizza pie
That's amore
When the world seems to shine like you've had too much wine
That's amore
Bells will ring ting-a-ling-a-ling, ting-a-ling-a-ling
And you'll sing ""Vita bella""
Hearts will play tippy-tippy-tay, tippy-tippy-tay
Like a gay tarantella, lucky fella

When the stars make you drool just like a pasta fazool)
That's amore
(When you dance down the street with a cloud at your feet
You're in love
When you walk in a dream but you know you're not dreaming signore
Scuzza me, but you see, back in old Napoli)
That's amore
Amore, that's amore",6
"Vieni su, vieni su, vieni
Come along through the years with me
Can't you see how I adore you
And how long I waited for you
Vieni su, vieni su
Won't you say you love me too
Can't you see how much I adore you
And how long I waited for you
Vieni su, vieni su
Won't you say you love me too",6
"(Wham bam thank you ma'am I hope you're satisfied)
I never knew what love would do 'til I saw your smile
And when I did I flipped my lid and almost went plum wild
But now I know I'll never show my love to anyone
'Cause wham bam you broke my heart and I hope that you had fun
(Wham bam thank you ma'am) Hope you're satisfied
You took my heart and tore it apart you hurt me deep inside
I'll never be a fool again you really crushed my pride
(Wham bam thank you ma'am) Hope you're satisfied
I looked at you and thought I knew just how the game was played
My shirt tail ran right up my back just like a window shade
I cross my heart I'll never start to pal for anyone
'Cause wham bam you broke my heart and hope that you had fun
(Wham bam thank you ma'am) Hope you're satisfied
You took my heart and you tore it apart you hurt me deep inside
I'll never be a fool again you really crushed my pride
(Wham bam thank you ma'am) and I hope you're satisfied
I made a mess of things I guess but now I'll recognize
The next young thing that tries to say its a love-light in her eye
The love light that you spoke about was only just a flame
'Cause every tome you meet a man it lights right up again
(Wham bam thank you ma'am) Hope you're satisfied
You took my heart and you tore it apart you hurt me deep inside
I'll never be a fool again you really crushed my pride
(Wham bam thank you ma'am) I hope you're satisfied",6
"(Chee chee-oo chee, chee chee-oo chee)
(Chee chee-oo chee, chee chee-oo chee)
Once on a tree top tall a little bird
(Chee chee-oo chee, chee chee-oo chee)
Sang out the sweetest song I ever heard

(Chee chee-oo chee, chee chee-oo chee)
(He sang to me so merrily)
(Chee chee-oo chee, chee chee-oo chee)
(The little birdie on the tree)

Life's such a lovely thing it seemed to say
(Chee chee-oo chee, chee chee-oo chee)
If you'd only sing your cares away
(Chee chee-oo chee, chee chee-oo chee)
Chee chee-oo chee so merrily it went along
(Chee chee-oo chee, chee chee-oo chee)
Chee chee-oo chee so happily his little song
(Chee chee-oo chee, chee chee-oo chee)
And so (and so) I sing (I sing)
Chee chee-oo chee the happy happy little thing

If you (if you) feel blue (feel blue)
Sing chee chee-oo chee and you can be as happy too
(Chee chee-oo chee, chee chee-oo chee)
(Chee chee-oo chee, chee chee-oo chee)
(Chee chee-oo chee, chee chee-oo chee)
Sing this happy little song
(Chee chee-oo chee, chee chee-oo chee)
(Chee chee-oo chee, chee chee-oo chee)
(Chee chee-oo chee, chee chee-oo chee)
Chee chee-oo chee
Chee chee-oo chee it sang to me so merrily
(Chee chee-oo chee, chee chee-oo chee)
Chee chee-oo chee the little birdie on the tree
(Chee chee-oo chee, chee chee-oo chee)
(If you feel blue)
Sing chee chee-oo chee, chee chee-oo chee and you can be as happy too
(Chee chee-oo chee, chee chee-oo chee)
(Chee chee-oo chee, chee chee-oo chee)
(Chee chee-oo chee, chee chee-oo chee)
Sing this happy little song
(Sing chee chee-oo chee, chee chee-oo chee and you can be as happy as can be)",6
"Long long ago
Long long ago
Long long ago
Well they say it was better in oh so many ways
Long long ago, long ago

They couldn't go to a movie show, 
listen to the radio, go for a ride in a car
And on a very cold and wintery night
They couldn't sit and watch a TV fight

And when the summer came
They will have to take a dame all bundled up to the beach
They didn't know a girl could look so cute

In a bikini suit
Oh how they sing of the good, good old days
Long long ago
Long long ago
They couldn't swing in the good old days
Long long ago, long ago

{At same time}
They couldn't go to a movie show, 
listen to the radio, go for a ride in a car
But they still talk of the good, good old days
And on a very cold and wintery night

Long long ago
They couldn't sit and watch a TV fight
Long long ago
So when people say to me ""nothings like it used to be""
I don't believe that it's so

They say it was better in so many ways
They didn't have so much to brag about
Long long ago, long ago
Long long ago
Long long ago
Long long ago",5
"(Dean) When you're too tense it's common sense to relax-ay-voo
(Dean) The more you earn the less you learn to relax-ay-voo
(Line) We French you'll find are more inclined to relax-ay-voo
(Both) Relax, relax, relax, relax-ay-voo

(Line) Your doctor bills they hold for pills to relax-ay-voo
(Line) You're in your prime so now's the time to relax-ay-voo
(Dean) The girls pursue those fellows who can relax-ay-voo
(Both) Relax, relax, relax, relax-ay-voo

(Dean) You're as tight as a drum
(Line) You're as gay as a tune
(Dean) You better loosen up chum
(Dean) Your drum is apt to snap and go boom boom
(Dean) And when you go they'll take your dough
(Line) Cause it's tax-ay-voo (D) relax-ay-voo
(Both) Get your sneakers and slacks and relax-ay-voo

(Line) I don't have to try to relax-ay-voo
(Dean) Chum I'm much to numb to relax-ay-voo
(Line) We French you'll find are more inclined to relax-ay-voo
(Both) Relax, relax, relax, relax-ay-voo

(Line) Bub, I take a tub to relax-ay-voo
(Dean) Bub, I sit and scrub to relax-ay-voo
(Line) The girls pursue those fellows who can relax-ay-voo
(Both) Relax, relax, relax, relax-ay-voo

(Line) You're as tight as a drum
(Dean) I was loose as a deuce
(Line) You're as gay as a tune
(Dean) I was light as a kite
(Line) Better loosen up chum
(Line) Your drum is apt to snap and go boom boom
(Line) And when you go they'll take your dough
(Dean) For a tax-ay-voo (L) relax-ay-voo
(Both) Get your sneakers and slacks and relax-ay-voo
(Both) Get your sneakers and slacks and relax-ay-voo",6
"I really can't stay (but baby, it's cold outside)
I've got to go away (but baby, it's cold outside)

This evening has been (been hoping that you'd drop in)
So very nice (i'll hold your hands, they're just like ice)

My mother will start to worry (beautiful what's your hurry?)
My father will be pacing the floor (listen to the fireplace roar)

So really I'd better scurry (beautiful please don't hurry)
But maybe just a half a drink more (put some records on while I pour)

The neighbors might think (baby, it's bad out there)
Say what's in this drink? (no cabs to be had out there)

I wish I knew how (your eyes are like starlight now)
To break this spell (i'll take your hat, your hair looks swell)

I ought to say, no, no, no sir (mind if I move in closer?)
At least I'm gonna say that I tried (what's the sense in hurtin' my pride?)

I really can't stay (oh baby don't hold out)
But baby, it's cold outside

I simply must go (but baby, it's cold outside)
The answer is no (but baby, it's cold outside)

Your welcome has been(how lucky that you dropped in)
So nice and warm (look out the window at this dawn)

My sister will be suspicious (gosh your lips look delicious)
My brother will be there at the door (waves upon the tropical shore)

My maiden aunts mind is vicious (gosh your lips are delicious)
But maybe just a cigarette more (never such a blizzard before)

I've gotta get home(but baby, you'd freeze out there)
Say lend me a coat(it's up to your knees out there)

You've really been grand (i thrill when you touch my hand)
But don't you see? (how can you do this thing to me?)

There's bound to be talk tomorrow (think of my lifelong sorrow)
At least there will be plenty implied (if you got pnuemonia and died)

I really can't stay (get over that old out)
Baby, it's cold
Baby, it's cold outside",5
"Won't you come along with me
To the Mississippi
We'll take the boat to the land of dreams
Steam down the river down to New Orleans
The band's there to meet us
And old friends to greet us
Where all the people always meet
Heaven on earth they call it Basin Street
Basin Street is the street
Where the elite always meet
In New Orleans the land of dreams
You'll never know how nice it seems or just how much it really means
Glad to be oh yessiree
Where welcome's free are dear to me
Where I can lose
My Basin Street blues
Glad to be oh yessiree
Where welcome's free are dear to me
Where I can lose
My Basin Street blues
Ain't you glad you came with me
Way down to the Mississippi
We took the boat to the land of dreams
Steam down the river to New Orleans",6
"Oh it's crying time again, you're gonna leave me
I can see that far away look in your eyes
I can tell by the way you hold me darling
That it won't be long before it's crying time

Now they say that absence makes the heart grow fonder
And that tears are only rain to make love grow
Well my love for you could never grow no stronger
If I lived to be a hundred years old

Oh it's crying time again, you're gonna leave me
I can see that far away look in your eyes
I can tell by the way you hold me darling
That it won't be long before it's crying time

Now you say you've found someone you love better
That's the way it's happened every time before
And as sure as the sun comes up tomorrow
Crying time will start when you walk out the door

Oh it's crying time again, you're gonna leave me
I can see that far away look in your eyes",5
"When days are long and nights are lonely
And all my daydreams have gone astray
I think about the one and only
Who's bound to find me some golden day

The one I love is coming along some day
And I'll have none except the one I love
He/She may be near or ever so far away
But I'll have none except the one I love

And though our meeting is left to chance
Until our meeting 
I still will have my dream romance
And through the night I pray to the moon above
To please be kind and find the one I love",6
"April showers, overhead offer me a chance
To protect her from the rain and cultivate romance
It's an opportunity, something to enjoy
Helter, skelter fly for shelter I'm a lucky boy
 
Rain, let us cuddle while the rain pitter-patters 
On the pane and we're alone
A chance to while away a dreamy afternoon
A lovely peaceful afternoon 
No one can see us
Rain It's so cozy in the rain
There's no reason to complain she'll wait for you
To hold her hand and then it's ten to one
You kiss her in the rain, rain, rain
 
Rain, let us cuddle while the rain pitter-patters 
On the pane and we're alone
A chance to while away a dreamy afternoon
A lovely peaceful afternoon 
No one can see us
Rain It's so cozy in the rain
There's no reason to complain she'll wait for you
To hold her hand and then it's ten to one
You kiss her in the rain, rain, rain
",6
